id,weight,survey_start_time,survey_finish_time,duration(minutes),DeviceType2,order,health_rating,life_quality_rating,physical_health_rating,mental_health_rating,bed_time_hour_weekday,bed_time_15mins_weekday,am/pm_bed_time,wake_up_hour_weekday,wake_up_15_mins_weekday,am/pm_wake_up_weekday,min_in_bed_weekday,bed_time_hour_weekends,bed_time_15min_weekends,am/pm_bed_time_weekend,wake_up_hour_weekends,wake_up_15min_weekends,am/pm_wake_up_weekend,min_in_bed_weekend,hours_sleep_weekday,mins_sleep_weekday,hours_sleep_weekend,mins_sleep_weekend,mins_sleep_weekday,mins_sleep_weekend,Q7_Hours,Q7_Minutes,Q8_a,Q8_b,Q8_c,Q8_d,Q9_a,Q9_b,Q9_c,Q10_a,Q11,Q11A_a,Q11A_b,Q11A_c,Q11A_d,Q11A_e,Q12_a,Q12_b,Q13_a,Q13_a_3,Q13_b,Q14order,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14a,Q15_a,Q15_b,Q15_c,Q15_d,Q15_e,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23_a,Q23_b,Q23_c,Q24_a,Q24_b,Q24_c,Q24_d,Q24_e,Q24_f,Q25_a,Q25_b,Q25_c,Q25_A2,Q26,Q27,Q28_a,Q28_b,Q28_c,Q28_d,Q28_e,Q28_f,Q28_g,Q28_h,Q28_i,Q28_j,Q28_k,Q29,Q30_a,Q30_b,Q30_c,Q31
42,0.9413,05-Dec-2014 17:52:41,05-Dec-2014 17:59:17,6,9,"b,a",2,3,2,2,10,3,2,5,3,1,420.0,10,3,2,5,3,1,420.0,6,1,6,1,360.0,360.0,6,3,3,4,3,2,3,2,4,3,5.0,3.0,3.0,3.0,3.0,3.0,1,3,2,1,3,"a,b,d,e,c",3,3,4,2,2,2,3,4,2,3,1,3,2,2,3,2,3,2,,,,2,2,2,3,3,2,2,1,1,,,,,,,,,,,,,,,,4,2,4,2
43,0.7785,05-Dec-2014 17:53:47,05-Dec-2014 18:12:26,18,9,"a,b",3,3,4,1,11,3,2,8,1,1,510.0,11,3,2,8,1,1,510.0,7,3,7,3,450.0,450.0,7,1,3,3,1,1,4,2,2,4,1.0,4.0,4.0,4.0,4.0,3.0,1,1,1,1,1,"a,b,e,c,d",4,4,5,1,1,3,1,3,1,1,1,2,2,2,3,2,4,2,,,,4,3,3,4,3,2,3,1,1,,,,,,,,,,,,,,,,3,1,2,4
44,0.8033,05-Dec-2014 17:54:10,05-Dec-2014 18:02:09,7,9,"a,b",2,1,2,1,9,1,2,4,3,1,450.0,10,1,2,8,1,1,600.0,6,3,9,1,390.0,540.0,7,1,4,3,3,2,3,3,3,4,5.0,3.0,3.0,4.0,4.0,4.0,1,1,2,1,1,"a,b,e,c,d",2,2,4,2,4,1,2,1,1,2,3,3,1,1,5,2,4,2,,,,2,3,2,4,4,3,2,1,1,,,,,,,,,,,,,,,,1,1,2,1
45,0.5807,05-Dec-2014 17:56:27,05-Dec-2014 18:04:24,7,9,"b,a",2,2,2,2,9,1,2,4,1,1,420.0,9,1,2,4,1,1,420.0,7,1,7,1,420.0,420.0,7,1,4,3,3,1,3,2,2,4,1.0,3.0,3.0,3.0,4.0,4.0,2,1,1,1,2,"a,b,d,e,c",4,4,4,1,1,2,2,2,1,2,1,3,2,2,3,2,3,2,,,,3,3,3,3,3,3,3,2,2,4.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2
46,0.5686,05-Dec-2014 17:56:29,05-Dec-2014 18:32:52,36,9,"a,b",2,2,3,2,10,1,2,7,1,1,540.0,10,3,2,7,1,1,510.0,8,1,8,1,480.0,480.0,7,1,4,4,3,3,4,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,4,2,1,2,"a,b,e,d,c",4,4,4,3,3,2,1,2,2,2,2,3,3,2,4,2,3,2,,,,3,3,3,3,3,3,2,2,1,3.0,2.0,,,,,,,,,,,,,,1,1,1,2
47,1.2829,05-Dec-2014 17:56:45,05-Dec-2014 18:05:40,8,9,"b,a",4,4,4,4,10,1,2,8,1,1,600.0,10,1,2,8,1,1,600.0,8,1,8,1,480.0,480.0,6,1,5,5,5,3,4,3,3,3,1.0,3.0,3.0,2.0,3.0,2.0,1,1,1,1,1,"a,b,d,c,e",4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,-1,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
48,0.6001,05-Dec-2014 17:56:58,06-Dec-2014 10:27:16,990,9,"b,a",3,3,3,3,10,3,2,5,3,1,420.0,10,3,2,5,3,1,420.0,6,3,6,1,390.0,360.0,6,1,4,4,1,1,4,2,1,4,,,,,,,1,1,2,1,1,"a,b,e,c,d",5,5,5,5,5,1,1,1,1,1,1,4,5,2,5,3,4,2,,,,3,3,3,3,3,3,2,2,2,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1,1,1,2
49,1.3001,05-Dec-2014 17:57:53,05-Dec-2014 18:33:06,35,9,"a,b",4,4,2,5,12,3,1,7,1,1,390.0,2,-1,1,11,-1,1,540.0,6,1,8,1,360.0,480.0,7,1,1,3,3,2,3,4,4,3,5.0,3.0,3.0,3.0,3.0,2.0,1,1,3,2,4,"a,b,d,e,c",3,3,2,3,4,3,2,2,2,2,1,4,4,2,3,2,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
50,0.9721,05-Dec-2014 17:58:01,05-Dec-2014 19:14:23,76,9,"a,b",3,2,4,2,9,3,2,6,3,1,540.0,9,3,2,6,3,1,540.0,8,1,8,1,480.0,480.0,8,1,4,4,1,1,5,2,2,4,,,,,,,2,1,2,1,1,"a,b,c,d,e",4,4,4,2,3,2,3,2,2,3,2,3,3,2,3,3,4,2,,,,3,3,3,3,3,3,2,1,1,,,,,,,,,,,,,,,,1,1,1,2
51,0.8601,05-Dec-2014 17:58:15,10-Dec-2014 20:45:17,7367,9,"b,a",3,2,3,2,11,1,2,6,4,1,465.0,11,3,2,8,3,1,540.0,7,4,9,1,465.0,540.0,8,1,3,3,1,1,4,1,1,4,4.0,3.0,3.0,3.0,2.0,2.0,1,1,3,2,2,"a,b,d,e,c",4,4,4,1,1,2,1,2,1,1,2,3,3,3,2,3,4,2,,,,2,2,2,3,3,2,2,2,1,2.0,2.0,,,,,,,,,,,,,,2,2,2,1
52,2.1937,05-Dec-2014 17:58:57,05-Dec-2014 18:30:45,31,9,"b,a",2,2,2,2,9,3,2,6,1,1,510.0,10,3,2,7,1,1,510.0,7,1,6,1,420.0,360.0,8,1,5,5,5,5,5,2,2,5,5.0,3.0,2.0,4.0,4.0,4.0,1,1,2,1,2,"a,b,e,d,c",5,4,4,4,4,2,2,2,2,2,2,2,1,2,2,3,4,2,,,,4,4,4,4,4,4,1,2,1,,,,,,,,,,,,,,,,1,1,1,1
53,0.7874,05-Dec-2014 17:59:06,05-Dec-2014 18:13:27,14,9,"b,a",4,5,4,3,11,3,2,7,1,1,450.0,11,3,2,7,1,1,450.0,7,1,7,1,420.0,420.0,7,1,2,2,3,2,4,3,2,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,3,"a,b,e,c,d",3,3,2,1,3,1,1,1,1,1,5,5,4,1,4,4,4,2,,,,3,3,3,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,2,2,2
54,0.8516,05-Dec-2014 18:02:19,05-Dec-2014 18:08:39,6,9,"b,a",3,2,3,2,10,1,2,5,1,1,420.0,10,1,2,9,1,1,660.0,7,1,9,1,420.0,540.0,9,1,3,3,1,2,4,3,2,4,4.0,4.0,4.0,4.0,4.0,4.0,3,1,2,1,2,"a,b,c,d,e",3,3,3,2,2,2,3,1,1,1,1,1,1,1,1,2,2,2,,,,4,4,4,4,3,4,2,2,1,5.0,2.0,,,,,,,,,,,,,,1,1,1,1
55,0.6082,05-Dec-2014 18:03:07,05-Dec-2014 18:17:53,14,6,"b,a",2,2,2,1,10,1,2,9,1,1,660.0,10,1,2,9,1,1,660.0,7,1,7,1,420.0,420.0,8,1,3,3,5,1,2,3,4,2,1.0,3.0,3.0,4.0,3.0,3.0,4,1,3,2,2,"a,b,c,e,d",3,3,4,3,2,2,3,2,1,3,1,2,2,1,1,3,4,2,,,,3,3,3,3,3,2,3,3,2,9.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,3,2,2
56,0.8991,05-Dec-2014 18:03:42,05-Dec-2014 18:11:31,7,9,"a,b",2,3,3,2,11,1,2,7,1,1,480.0,12,2,1,7,1,1,405.0,8,1,7,1,480.0,420.0,6,1,4,4,2,1,4,2,2,4,,,,,,,1,1,3,2,3,"a,b,c,d,e",4,4,4,2,3,2,1,1,1,2,1,3,2,1,4,2,4,2,,,,1,2,3,3,2,3,3,3,2,6.0,2.0,,,,,,,,,,,,,,1,1,1,2
57,0.925,05-Dec-2014 18:04:05,05-Dec-2014 18:11:10,7,9,"b,a",2,2,2,2,11,1,2,6,1,1,420.0,12,1,1,7,1,1,420.0,6,1,6,1,360.0,360.0,6,1,4,4,2,2,4,2,2,4,,,,,,,1,1,2,1,2,"a,b,d,e,c",4,4,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,2,2,2
58,0.6574,05-Dec-2014 18:04:21,05-Dec-2014 18:22:36,18,9,"a,b",2,2,2,1,11,4,2,7,1,1,435.0,1,1,1,8,1,1,420.0,6,3,6,3,390.0,390.0,7,1,3,3,3,3,3,3,3,5,2.0,3.0,3.0,2.0,3.0,3.0,3,3,2,1,2,"a,b,e,d,c",4,4,4,2,2,3,2,2,2,2,2,3,3,2,3,3,3,2,,,,2,2,2,2,2,2,4,3,2,8.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3,2,3,2
59,2.9709,05-Dec-2014 18:06:35,05-Dec-2014 18:17:09,10,9,"a,b",2,3,3,2,10,3,2,6,2,1,465.0,12,3,1,9,1,1,510.0,7,1,8,1,420.0,480.0,8,1,2,1,3,1,1,2,2,2,3.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,5,"a,b,c,d,e",2,2,2,5,3,1,1,1,2,2,4,3,2,1,2,3,4,2,,,,1,1,1,2,2,3,3,2,2,6.0,2.0,,,,,,,,,,,,,,1,1,2,1
60,1.0272,05-Dec-2014 18:06:49,05-Dec-2014 18:28:40,21,9,"a,b",2,2,2,1,1,3,1,9,1,1,450.0,2,3,1,10,1,1,450.0,8,1,8,1,480.0,480.0,8,1,5,5,1,1,5,1,1,5,,,,,,,1,4,2,1,3,"a,b,d,c,e",5,5,5,1,1,1,1,1,1,3,1,1,1,4,5,4,4,2,,,,3,2,3,3,2,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
61,1.0062,05-Dec-2014 18:10:03,05-Dec-2014 18:29:12,19,9,"b,a",3,3,3,2,10,1,2,7,1,1,540.0,12,1,2,9,1,1,1260.0,8,1,10,1,480.0,600.0,8,1,4,3,2,2,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2,1,2,1,2,"a,b,e,d,c",4,4,3,3,3,2,3,3,2,3,4,2,2,2,3,2,4,2,,,,2,2,2,2,2,2,3,2,1,7.0,2.0,,,,,,,,,,,,,,2,3,2,2
62,0.5107,05-Dec-2014 18:10:18,05-Dec-2014 18:18:56,8,9,"b,a",1,1,1,1,10,1,2,6,3,1,510.0,10,3,2,7,1,1,510.0,8,1,8,1,480.0,480.0,8,1,5,4,2,1,4,2,3,5,5.0,4.0,4.0,3.0,4.0,4.0,1,1,2,1,1,"a,b,c,e,d",4,4,4,2,2,2,2,2,1,1,1,2,2,2,5,1,4,2,,,,3,3,4,4,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
63,0.6852,05-Dec-2014 18:10:18,05-Dec-2014 18:30:16,19,9,"a,b",4,3,4,3,1,1,1,9,1,1,480.0,1,1,1,9,1,1,480.0,7,1,7,1,420.0,420.0,7,1,3,1,4,4,3,3,3,3,5.0,3.0,2.0,3.0,3.0,3.0,4,1,3,2,2,"a,b,c,d,e",3,2,2,2,3,3,2,1,2,3,1,3,4,2,3,4,3,2,,,,3,3,2,3,3,2,3,3,3,7.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,4,3,3
64,0.6187,05-Dec-2014 18:11:53,05-Dec-2014 19:02:20,50,9,"b,a",4,3,4,2,1,1,1,5,3,1,270.0,2,1,1,10,1,1,480.0,5,1,7,1,300.0,420.0,6,1,3,3,3,4,3,4,4,3,4.0,2.0,2.0,2.0,3.0,3.0,1,1,2,1,2,"a,b,e,d,c",3,3,4,2,2,3,3,1,1,3,3,3,4,2,3,3,4,2,,,,2,2,2,3,2,2,3,3,2,8.0,2.0,,,,,,,,,,,,,,1,1,1,2
65,0.6574,05-Dec-2014 18:12:47,05-Dec-2014 18:18:29,5,9,"a,b",2,3,2,4,10,1,2,6,1,1,480.0,10,4,2,7,4,1,540.0,7,1,8,1,420.0,480.0,10,1,1,1,4,3,3,4,4,2,2.0,2.0,3.0,2.0,3.0,2.0,1,2,3,2,5,"a,b,c,e,d",3,3,4,3,4,2,3,2,2,3,1,1,1,1,3,3,4,2,,,,4,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
66,1.3682,05-Dec-2014 18:13:58,05-Dec-2014 18:22:05,8,9,"b,a",2,2,2,2,1,1,1,7,4,1,405.0,1,1,1,10,1,1,540.0,6,1,8,1,360.0,480.0,6,1,3,3,1,1,3,1,1,4,1.0,3.0,3.0,4.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",3,4,3,1,3,1,2,2,2,3,3,4,3,2,3,3,4,2,,,,3,3,3,3,3,3,1,2,1,,,,,,,,,,,,,,,,1,1,1,2
67,1.1113,05-Dec-2014 18:14:09,05-Dec-2014 18:23:42,9,1,"b,a",2,1,2,1,10,1,2,6,1,1,480.0,11,4,2,10,3,1,645.0,6,1,10,1,360.0,600.0,7,1,4,3,3,1,4,2,3,4,1.0,2.0,4.0,4.0,3.0,4.0,1,1,2,1,1,"a,b,c,e,d",4,4,5,1,2,1,1,1,1,3,1,3,3,2,5,2,4,2,,,,3,4,4,4,4,4,3,2,1,3.0,2.0,,,,,,,,,,,,,,1,1,1,1
68,1.2942,05-Dec-2014 18:14:25,05-Dec-2014 18:23:48,9,7,"b,a",4,2,4,3,10,3,2,7,1,1,510.0,11,1,2,7,1,1,480.0,7,1,6,3,420.0,390.0,7,3,4,3,2,4,3,3,1,4,5.0,2.0,3.0,3.0,3.0,2.0,2,1,3,2,2,"a,b,e,d,c",3,3,2,-1,2,1,1,2,1,3,3,3,4,3,3,2,4,2,,,,2,3,2,3,3,2,3,3,1,6.0,2.0,,,,,,,,,,,,,,2,1,2,2
69,0.5449,05-Dec-2014 18:15:05,05-Dec-2014 18:26:32,11,9,"b,a",1,1,1,1,10,1,2,5,2,1,435.0,10,1,2,6,2,1,495.0,7,1,7,1,420.0,420.0,6,1,4,4,2,2,5,2,5,4,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,2,"a,b,e,d,c",4,5,4,1,2,2,2,1,1,3,1,4,5,2,3,4,4,2,,,,3,3,3,3,3,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,1
70,1.0477,05-Dec-2014 18:16:43,05-Dec-2014 18:30:02,13,9,"a,b",3,4,3,3,10,1,2,7,1,1,540.0,10,1,2,7,1,1,540.0,8,1,8,1,480.0,480.0,7,1,4,4,3,2,3,3,3,4,1.0,4.0,4.0,4.0,4.0,4.0,2,1,1,1,1,"a,b,e,d,c",4,4,2,2,3,2,3,3,3,3,3,2,2,2,3,2,4,2,,,,4,3,3,4,3,4,1,2,1,,,,,,,,,,,,,,,,3,3,3,2
71,1.3969,05-Dec-2014 18:18:08,05-Dec-2014 18:25:38,7,4,"a,b",3,3,3,3,10,1,2,9,1,1,660.0,11,1,2,8,1,1,540.0,7,1,8,1,420.0,480.0,8,1,3,3,3,3,3,3,3,3,1.0,2.0,2.0,3.0,3.0,3.0,2,1,3,2,3,"a,b,d,c,e",3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,2,1,1,1
73,1.238,05-Dec-2014 18:18:48,05-Dec-2014 19:02:00,43,3,"a,b",2,2,2,2,10,1,2,7,1,1,540.0,10,1,2,7,1,1,540.0,8,1,8,1,480.0,480.0,7,1,2,3,1,2,1,2,1,3,2.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,d,e,c",3,3,2,3,3,1,1,5,2,2,1,2,2,2,3,4,4,2,,,,4,4,4,4,3,4,2,2,1,8.0,2.0,,,,,,,,,,,,,,3,3,3,2
74,1.0166,05-Dec-2014 18:20:35,05-Dec-2014 19:04:52,44,9,"a,b",3,3,3,3,9,1,2,4,1,1,420.0,10,1,2,5,3,1,450.0,7,1,7,1,420.0,420.0,6,1,3,3,3,3,3,3,3,3,5.0,2.0,3.0,2.0,3.0,2.0,1,1,2,1,2,"a,b,d,e,c",3,2,3,3,2,3,3,2,3,2,3,3,3,3,4,4,4,2,,,,3,3,3,3,3,3,2,2,2,3.0,2.0,,,,,,,,,,,,,,4,3,4,3
75,0.6289,05-Dec-2014 18:20:47,05-Dec-2014 18:35:57,15,1,"b,a",1,1,1,1,9,1,2,6,1,1,540.0,9,1,2,7,1,1,600.0,8,1,8,1,480.0,480.0,8,1,4,4,2,2,4,3,3,4,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,e,d,c",4,4,5,2,3,2,3,4,3,3,3,3,2,1,4,2,4,2,,,,3,3,3,3,3,3,2,2,2,2.0,2.0,,,,,,,,,,,,,,2,1,1,2
76,0.8991,05-Dec-2014 18:21:24,05-Dec-2014 20:27:49,126,9,"b,a",2,2,2,1,10,3,2,6,3,1,480.0,11,1,2,7,1,1,480.0,7,1,8,1,420.0,480.0,7,1,5,5,2,1,5,2,2,5,,,,,,,2,1,2,1,2,"a,b,c,e,d",4,4,5,2,1,2,3,2,1,2,4,2,1,1,2,2,4,2,,,,4,3,3,4,3,3,2,2,1,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2,1,2,2
77,0.6437,05-Dec-2014 18:21:25,05-Dec-2014 18:31:53,10,4,"a,b",3,1,3,1,10,1,2,7,1,1,540.0,10,1,2,7,1,1,540.0,8,3,8,3,510.0,510.0,8,1,1,1,2,1,5,2,2,5,5.0,4.0,4.0,4.0,4.0,4.0,2,1,2,1,1,"a,b,d,e,c",4,4,4,1,3,3,1,2,1,3,1,2,2,2,5,4,4,2,,,,3,3,3,4,3,3,3,2,1,7.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3,3,2,3
78,0.7174,05-Dec-2014 18:21:39,05-Dec-2014 18:30:47,9,9,"b,a",3,3,3,2,12,3,1,7,1,1,390.0,12,3,1,7,1,1,390.0,6,2,6,2,375.0,375.0,7,1,3,3,2,1,3,3,2,4,1.0,3.0,3.0,3.0,3.0,3.0,3,1,3,2,2,"a,b,e,c,d",4,3,3,2,2,3,2,3,3,3,2,3,3,2,3,2,4,2,,,,3,3,3,3,3,3,3,3,2,6.0,2.0,,,,,,,,,,,,,,1,1,2,2
79,0.5547,05-Dec-2014 18:21:39,05-Dec-2014 18:38:46,17,1,"b,a",2,2,3,2,10,2,2,6,3,1,495.0,10,2,2,6,3,1,495.0,10,2,6,3,615.0,390.0,8,1,3,2,3,1,4,2,2,4,1.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,d,c,e",4,4,4,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,,,,3,2,3,2,3,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
80,0.5203,05-Dec-2014 18:21:58,05-Dec-2014 18:37:10,15,1,"a,b",2,2,2,2,10,3,2,5,1,1,390.0,10,3,2,5,1,1,390.0,7,1,7,1,420.0,420.0,7,1,3,3,3,3,3,3,3,3,5.0,3.0,3.0,2.0,3.0,3.0,2,1,2,1,3,"a,b,d,c,e",3,3,2,4,4,4,1,3,3,4,2,3,3,2,2,2,4,2,,,,3,3,2,3,3,2,3,2,2,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3,3,3,2
81,1.8719,05-Dec-2014 18:22:17,05-Dec-2014 21:57:34,215,10,"a,b",2,2,2,3,9,3,2,6,3,1,540.0,10,1,2,6,3,1,510.0,8,3,8,3,510.0,510.0,8,1,4,1,1,1,4,2,2,5,1.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,2,"a,b,c,e,d",5,5,5,-1,1,2,2,1,1,2,1,2,2,2,5,4,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
82,0.714,05-Dec-2014 18:22:23,05-Dec-2014 18:29:34,7,9,"b,a",3,3,3,3,11,4,2,6,1,1,375.0,11,4,2,7,1,1,435.0,5,1,6,1,300.0,360.0,7,1,2,2,2,2,2,3,3,3,5.0,3.0,2.0,2.0,3.0,2.0,1,1,4,3,4,"a,b,e,d,c",1,1,2,2,3,3,1,1,1,2,2,3,3,1,3,2,3,1,1.0,2.0,2.0,3,3,2,3,2,2,5,3,2,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,4,3,3,4
83,0.6687,05-Dec-2014 18:23:38,05-Dec-2014 21:21:33,177,9,"b,a",1,1,1,2,11,1,2,6,1,1,420.0,11,1,2,8,1,1,540.0,6,3,8,1,390.0,480.0,7,3,3,3,2,1,3,3,3,3,5.0,3.0,3.0,3.0,2.0,3.0,1,1,2,1,3,"a,b,c,d,e",3,3,4,2,3,2,1,1,1,2,2,3,2,2,2,2,4,2,,,,3,3,3,3,3,3,2,1,1,,,,,,,,,,,,,,,,1,1,1,2
84,0.943,05-Dec-2014 18:24:10,05-Dec-2014 18:41:23,17,9,"a,b",3,3,4,3,9,1,2,4,1,1,420.0,10,1,2,6,1,1,480.0,5,3,8,1,330.0,480.0,8,1,1,3,2,4,2,4,4,2,5.0,4.0,4.0,3.0,3.0,3.0,2,4,3,2,2,"a,b,e,c,d",3,3,2,3,4,3,2,1,1,3,1,3,2,2,3,2,3,1,1.0,2.0,2.0,3,3,3,3,3,3,3,2,1,6.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,1,2
85,1.4037,05-Dec-2014 18:24:20,05-Dec-2014 18:51:45,27,3,"a,b",2,2,2,2,12,1,1,6,3,1,390.0,12,1,1,8,1,1,480.0,5,1,6,1,300.0,360.0,7,1,2,2,3,4,2,3,4,2,5.0,3.0,2.0,3.0,3.0,3.0,2,3,3,2,2,"a,b,d,e,c",2,2,1,3,3,2,1,2,1,3,1,4,4,4,2,2,4,2,,,,2,2,2,2,2,1,5,3,1,9.0,2.0,,,,,,,,,,,,,,4,4,4,3
86,0.5547,05-Dec-2014 18:25:14,05-Dec-2014 18:39:36,14,9,"b,a",1,1,1,1,11,3,2,7,1,1,450.0,11,3,2,7,3,1,480.0,7,1,7,1,420.0,420.0,7,1,3,4,2,1,4,2,3,4,5.0,3.0,4.0,3.0,4.0,4.0,2,1,1,1,2,"a,b,e,c,d",4,3,4,1,3,1,1,1,1,2,1,4,2,2,4,2,3,2,,,,4,4,3,4,4,4,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
87,1.5607,05-Dec-2014 18:25:30,05-Dec-2014 18:36:56,11,3,"b,a",3,3,3,4,6,3,2,7,1,1,750.0,6,3,2,7,1,1,750.0,10,1,10,1,600.0,600.0,8,1,5,3,1,1,4,1,1,4,2.0,1.0,3.0,3.0,1.0,3.0,1,4,2,1,3,"a,b,d,c,e",4,3,3,1,5,3,3,1,1,4,1,2,3,1,2,4,2,2,,,,1,3,3,1,1,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
88,0.7752,05-Dec-2014 18:25:54,05-Dec-2014 18:36:16,10,9,"a,b",3,3,3,3,9,1,2,5,3,1,510.0,10,3,2,6,2,1,465.0,6,3,8,1,390.0,480.0,7,1,2,3,4,3,3,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,2,1,2,1,3,"a,b,c,d,e",2,2,2,1,2,2,2,2,2,2,3,4,4,2,4,1,3,2,,,,3,3,3,3,3,3,3,2,2,8.0,2.0,,,,,,,,,,,,,,1,2,2,2
89,1.0694,05-Dec-2014 18:28:08,05-Dec-2014 19:15:34,47,9,"a,b",2,2,2,3,9,1,2,5,3,1,510.0,10,1,2,7,3,1,570.0,6,1,8,1,360.0,480.0,9,1,3,2,4,1,3,4,4,3,1.0,1.0,1.0,2.0,2.0,1.0,2,1,3,2,5,"a,b,d,e,c",3,3,5,4,5,1,2,3,1,3,1,1,1,2,3,2,4,2,,,,2,2,2,2,1,2,2,2,1,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1,1,1,2
90,0.5632,05-Dec-2014 18:29:12,05-Dec-2014 18:49:07,19,9,"a,b",5,4,5,3,1,1,1,9,1,1,480.0,1,1,1,9,1,1,480.0,7,1,7,1,420.0,420.0,6,1,3,3,2,1,4,2,2,4,5.0,4.0,4.0,4.0,4.0,3.0,1,2,1,1,3,"a,b,c,d,e",4,4,4,1,2,3,1,1,1,1,1,2,3,2,5,3,4,2,,,,3,3,3,3,3,3,3,3,3,5.0,1.0,5.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1,3,1,3
91,0.5285,05-Dec-2014 18:31:07,05-Dec-2014 18:40:12,9,9,"a,b",3,3,3,3,11,1,2,5,1,1,360.0,11,1,2,5,1,1,360.0,3,1,3,1,180.0,180.0,8,1,2,2,5,5,1,5,5,1,5.0,2.0,2.0,1.0,1.0,1.0,1,1,4,3,2,"a,b,d,c,e",2,5,1,1,4,2,1,1,1,4,3,1,2,1,2,4,4,1,1.0,2.0,2.0,2,2,2,4,2,4,2,2,1,7.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,3,2
92,1.1697,05-Dec-2014 18:34:01,09-Dec-2014 02:56:34,4822,7,"a,b",3,3,3,4,1,1,1,8,1,1,420.0,3,1,1,10,1,1,420.0,5,1,5,1,300.0,300.0,8,1,1,1,5,5,1,5,5,1,5.0,1.0,1.0,1.0,1.0,1.0,4,1,5,3,5,"a,b,e,d,c",2,2,2,5,5,5,4,3,1,1,3,2,5,2,2,3,2,1,1.0,2.0,2.0,1,1,1,1,1,1,5,4,4,10.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5,5,5,4
93,1.5388,05-Dec-2014 18:34:02,06-Dec-2014 16:12:27,1298,1,"b,a",3,4,3,4,12,1,1,5,3,1,330.0,1,1,1,10,1,1,540.0,5,1,9,1,300.0,540.0,9,1,5,5,1,1,4,1,2,4,,,,,,,2,1,1,1,2,"a,b,e,d,c",4,4,5,1,1,2,1,1,1,3,1,2,2,2,4,2,4,2,,,,3,1,1,4,1,2,2,2,2,11.0,2.0,,,,,,,,,,,,,,3,3,3,2
