caseid,market,census,region,qs1,s1t,qs3,q1a,q2a,q3,q3b,q4a,q5a,q6a,weekavg,q6b,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q9a,q9b,q9c,q9d,q9e,q10,q11,q12,q13,q14,q15a,q15b,q15c,q16a,q16b,q16c,q17a,q17b,q18,q19,q20,q21a,slp,q21b,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23a,q23b,q23c,q23d,q23e,q23f,q24a,q24b,q24c,q24d,q24e,q24f,q24g,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28,q2901,q2902,q2903,q2904,q2905,q2906,q30a,q30b,q31a,q31b,q32,q33a,q33b,q33c,q34,q35a,q35b,q35c,q35d,q35e,q35f,q3601,q3602,q3603,q3604,q3605,q3606,q3607,q3608,q3609,q3610,q37,d1,d2a,d2b,d2c,d2d,ttlkid,d3,d4,d501,d502,d503,d504,d6,d7,q38,q39a,q39b,q39c,q39d,q40a,q40b,q40c,q40d
85,West1,4,4,1,,2,5,14,6.00,00,6,3,5.50,5.86,30,2,5,2,2,5,1,3,3,1,3,1,4,1,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,3,3,3,3,3,3,3,1,2,3,2,2,3,4,5,4,5,5,5,5,2,2,1,2,2,1,2,2,000,1,,,,,,,4,4,3,3,5,4,1,2,3,10,10,12,06,12,06,2,,,,,,,,,,1,1,96, , , ,,5,5,1,,,,051,7,2,1,4,1,3,1,1,2,2
231,Mid1,2,2,1,,2,2,9,5.50,30,8,14,6.00,5.64,00,5,5,2,5,99,1,5,4,4,2,2,4,1,3,3,99,4,2,1,2,,1,,1,1,2,,5,7.00,1.00,00,1,3,3,3,3,3,5,2,1,1,1,2,1,2,3,4,3,1,5,4,1,1,1,1,1,1,2,2,000,5,3,,,,,,3,1,4,4,3,4,2,4,4,08,07,08,10,08,10,2,,,,,,,,,,1,2,96, , , ,,2,2,1,,,,057,4,1,4,4,4,4,2,1,2,1
167,South2,3,3,1,,2,9,14,6.00,00,8,1,5.50,5.86,30,3,4,4,5,3,1,1,3,3,4,4,3,3,3,3,3,3,2,2,2,,,,2,1,2,,2,8.00,1.00,00,1,2,2,2,3,3,3,2,5,3,3,4,4,2,3,2,3,1,3,4,1,1,1,1,3,1,2,2,00,3,5,,,,,,3,4,3,2,3,4,3,3,4,10,08,12,10,12,10,3,,,,,,,,,,1,1,01,96,96,01,1,3,5,1,,,,030,4,2,3,3,2,3,2,1,1,1
732,South5,3,3,1,,1,2,3,5.00,00,7,14,7.00,5.57,00,3,2,3,4,5,1,1,3,2,3,3,3,3,4,3,4,4,2,2,2,,,,1,1,1,2,2,3.00,3.00,00,3,3,3,3,3,3,3,1,2,1,2,2,1,3,4,4,3,3,4,3,2,2,1,2,2,1,2,2,000,3,6,,,,,,2,3,2,2,3,3,3,2,3,15,15,10,10,15,10,2,,,,,,,,,,4,1,01,96,96,01,1,5,5,1,,,,029,4,2,3,4,1,2,2,2,2,2
27,Mid1,2,2,1,,2,11,4,6.00,00,11,4,6.00,6.00,00,3,2,2,3,1,1,1,4,4,4,4,4,3,4,4,4,4,2,2,2,,,,2,1,1,2,2,3.00,3.00,00,2,2,2,3,2,2,2,4,4,4,4,3,3,4,4,3,3,3,3,4,2,1,1,1,2,1,2,2,00,2,6,,,,,,3,4,1,1,3,4,3,2,3,08,10,10,10,08,08,2,,,,,,,,,,2,1,96, , , ,,4,3,1,,,,049,5,2,2,3,2,2,2,2,2,2
472,NE4,1,1,1,,1,3,14,4.00,00,12,4,8.00,5.14,00,2,1,3,2,4,1,1,3,3,4,4,3,2,4,3,3,3,2,2,2,,,,1,1,2,,2,4.00,2.00,00,2,2,3,3,3,1,3,2,4,3,4,3,4,4,99,3,3,1,3,3,4,1,2,2,3,1,1,2,003,4,4,,,,,,4,4,2,2,3,3,3,2,4,12,12,14,12,20,10,2,,,,,,,,,,1,2,96, , , ,,2,5,1,,,,026,5,1,98,3,3,3,2,1,1,2
880,South4,3,3,1,,1,2,12,4.00,00,11,12,8.00,5.14,00,1,1,2,2,99,1,5,4,4,4,4,3,4,1,1,4,4,2,2,2,,,,1,1,2,,3,4.00,2.00,00,1,2,99,2,1,1,2,99,5,4,4,3,5,4,5,5,5,5,5,5,2,2,2,2,1,1,2,2,0,2,6,,,,,,4,4,3,1,3,4,4,4,4,08,12,12,12,12,08,2,,,,,,,,,,1,4,01,01,96,96,1,4,4,1,,,,043,3,4,1,1,1,2,,,,
815,South5,3,3,1,,1,3,15,5.00,00,9,2,7.00,5.57,00,3,3,3,3,5,3,5,2,4,3,3,3,5,3,3,4,2,2,2,2,,,,1,1,2,,5,4.00,3.00,00,1,1,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,5,3,5,5,2,5,5,1,2,2,001,4,6,,,,,,1,4,2,2,5,4,1,4,1,12,10,12,12,12,08,2,,,,,,,,,,98,1,01,96,96,01,1,3,6,2,,,,031,6,1,4,3,4,4,1,1,1,1
1000,West6,4,4,1,,1,99,8,5.00,00,7,14,7.00,5.57,00,3,5,4,3,99,99,1,4,3,4,4,2,2,2,3,3,4,2,2,2,,,,2,1,2,,5,4.00,3.00,00,3,3,3,3,3,3,3,1,2,3,2,99,2,2,3,4,3,3,4,5,2,1,2,2,2,1,2,2,000,4,99,,,,,,1,4,4,3,4,4,3,2,3,10,10,10,10,10,20,2,,,,,,,,,,4,2,96, , , ,,4,6,1,,,,052,5,2,2,3,2,2,2,2,2,2
53,West2,4,4,1,,1,2,9,6.00,00,6,12,6.00,6.00,00,1,1,2,1,4,1,1,3,2,3,4,1,5,4,4,4,4,2,2,2,,,,1,1,2,,1,4.00,3.00,00,3,3,3,2,3,3,3,1,1,1,4,1,1,5,5,5,4,4,5,3,1,1,1,1,3,2,2,2, ,,,,,,,,4,4,4,2,3,4,2,4,4,12,12,10,10,12,08,2,,,,,,,,,,1,3,96, , , ,,5,2,1,,,,050,4,5,1,1,1,1,,,,
228,West1,4,4,1,,2,6,15,6.00,00,9,13,6.00,6.00,00,5,5,5,5,4,5,5,3,3,3,3,3,1,4,4,4,4,2,2,2,,,,1,1,2,,4,4.00,3.00,00,2,4,1,1,1,3,3,4,4,5,4,3,5,5,3,4,4,4,5,2,1,4,4,5,5,2,2,2, ,,,,,,,,3,3,4,3,3,3,3,3,4,07,05,05,07,06,07,2,,,,,,,,,,1,1,96, , , ,,5,2,3,,,,055,3,2,4,4,4,4,1,1,2,1
369,West3,4,4,1,,1,2,9,6.00,00,2,13,6.00,6.00,00,2,5,4,4,99,99,2,3,4,4,3,3,2,4,3,3,3,99,2,2,,,,1,1,2,,2,4.00,3.00,00,99,2,3,3,3,3,3,1,4,2,3,2,4,3,3,4,1,3,2,3,2,2,2,2,1,2,2,2, ,,,,,,,,2,3,4,3,5,4,1,4,4,08,08,10,10,10,10,2,,,,,,,,,,1,1,02,02,96,96,2,4,2,1,,,,052,4,5,1,1,3,1,,,,
457,South4,3,3,1,,2,2,11,6.00,00,5,12,6.00,6.00,00,1,5,4,5,5,1,5,4,4,4,4,2,2,4,3,4,4,2,1,2,,1,,1,3,1,2,3,4.00,3.00,00,1,1,3,2,2,2,2,5,4,3,4,4,5,3,5,4,3,1,4,4,2,5,1,5,1,1,2,2,0,1,,,,,,,3,4,4,2,3,4,2,4,3,12,12,12,12,12,8,4,3,,,,,,,,,1,4,01,01,96,96,1,3,5,1,,,,039,4,2,1,4,3,3,2,1,1,1
608,Mid3,2,2,1,,1,7,11,6.00,00,7,12,6.00,6.00,00,3,3,3,2,1,1,2,4,3,4,4,2,3,4,3,3,4,1,1,1,1,2,1,1,1,2,,1,4.00,3.00,00,2,2,2,2,2,2,2,3,4,2,4,4,4,3,4,5,3,4,4,3,1,2,2,3,2,2,2,2, ,,,,,,,,3,4,2,2,4,4,1,1,3,08,08,08,08,08,08,3,7,,,,,,,,,1,1,96, , , ,,3,5,1,,,,070,2,4,3,3,2,2,2,2,2,2
749,NE3,1,1,1,,1,14,5,6.00,00,11,4,6.00,6.00,00,3,2,2,3,2,1,2,4,3,4,4,3,4,4,4,4,4,2,2,2,,,,1,1,2,,2,4.00,3.00,00,1,2,2,1,1,1,2,1,5,4,5,1,4,3,2,2,1,1,2,3,3,3,2,1,2,1,2,2,025,3,1,,,,,,4,4,4,4,2,4,3,2,4,12,08,12,08,12,08,2,,,,,,,,,,4,5,96, , , ,,4,5,1,,,,024,3,4,1,1,1,1,,,,
804,West4,4,4,1,,2,12,4,7.00,00,14,5,5.00,6.43,00,2,5,2,5,1,1,2,4,4,3,4,1,3,3,4,4,4,2,2,1,,,2,1,1,2,,2,4.00,3.00,00,1,2,1,1,2,1,2,2,5,4,5,4,1,3,4,3,5,1,2,3,1,1,2,2,5,1,2,2,001,2,6,,,,,,4,4,2,4,2,3,3,1,3,13,08,13,10,08,08,6,,,,,,,,,,,2,96, , , ,,3,2,1,,,,018,1,3,1,4,1,4,1,1,1,2
240,South1,3,3,1,,2,3,1,5.00,00,5,2,7.00,5.57,00,3,2,2,3,4,1,1,2,2,3,3,3,4,4,3,4,4,2,2,2,,,,1,1,2,,3,5.00,2.00,00,2,2,3,2,4,2,2,2,4,4,4,3,4,4,3,5,4,2,5,4,2,2,2,2,2,1,1,2,000,2,4,,,,,,3,4,2,3,5,4,1,4,3,12,12,16,12,12,08,2,,,,,,,,,,1,1,02,01,01,96,2,4,3,1,,,,039,5,3,3,2,2,2,,,,
469,South3,3,3,1,,1,3,13,5.00,00,7,14,7.00,5.57,00,1,2,1,4,5,1,2,3,3,4,3,3,4,3,3,4,3,2,2,2,,,,1,1,2,,1,5.00,2.00,00,1,2,2,2,2,1,2,4,4,4,4,4,4,3,3,3,3,2,3,4,3,3,3,2,2,1,1,2,002,3,4,,,,,,3,4,4,3,3,3,2,3,3,08,08,08,08,08,08,2,,,,,,,,,,1,4,96, , , ,,3,5,1,,,,051,4,2,1,2,2,3,,,,
673,NE5,1,1,1,,2,4,1,5.00,00,11,1,7.00,5.57,00,3,3,2,5,4,99,1,3,3,3,3,2,2,4,3,3,3,2,2,2,,,,1,1,1,2,3,5.00,2.00,00,1,2,4,2,2,2,2,2,5,5,5,2,5,3,2,4,3,2,4,3,3,3,1,3,4,2,2,2, ,,,,,,,,3,3,3,3,3,4,2,4,4,12,10,10,10,10,10,2,,,,,,,,,,1,1,02,96,96,02,2,3,3,1,,,,027,3,1,4,3,3,4,2,1,2,1
822,South2,3,3,1,,1,2,13,5.00,00,9,1,7.00,5.57,00,2,5,3,4,2,1,1,4,4,4,4,4,4,4,4,4,4,2,2,2,,,,1,1,2,,2,5.00,2.00,00,5,2,4,2,2,5,2,2,5,3,3,3,5,3,3,3,2,3,2,2,1,1,2,1,1,2,2,2, ,,,,,,,,4,4,4,1,1,1,1,4,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,02,96,01,01,2,4,6,1,,,,038,98,5,2,1,1,2,,,,
959,Mid4,2,2,1,,1,4,1,5.00,00,11,4,7.00,5.57,00,2,4,3,3,5,2,2,4,3,2,4,4,5,4,4,4,3,2,2,2,,,,2,2,2,,3,5.00,2.00,00,1,2,2,2,1,2,2,5,5,4,5,5,5,4,5,5,3,3,4,3,2,2,2,3,3,1,2,2,000,3,5,6,,,,,3,4,4,4,3,4,1,1,4,10,12,08,07,10,08,2,,,,,,,,,,1,2,96, , , ,,4,6,2,,,,055,2,1,4,3,3,3,2,2,2,1
17,West1,4,4,1,,1,2,9,6.00,00,4,14,6.00,6.00,00,1,5,2,5,3,1,1,4,2,4,4,1,2,4,2,3,4,2,2,2,,,,1,1,2,,1,5.00,3.00,00,1,2,2,1,2,2,3,2,3,3,4,3,3,3,4,4,5,4,4,4,1,2,2,1,2,2,2,2, ,,,,,,,,3,4,3,2,3,4,1,1,3,10,06,08,08,10,08,2,,,,,,,,,,4,1,96, , , ,,3,5,1,,,,055,5,2,1,1,1,3,,,,
165,NE1,1,1,1,,1,3,12,6.00,00,9,4,6.00,6.00,00,5,4,4,4,5,5,5,4,4,4,4,2,2,3,3,3,3,1,2,2,1,,,3,1,2,,4,5.00,3.00,00,2,2,1,1,1,2,2,1,1,2,1,2,1,4,3,5,4,4,4,4,2,1,2,3,2,1,1,2,000,1,,,,,,,3,4,4,3,4,3,3,2,4,09,11,12,12,12,09,2,,,,,,,,,,1,1,02,02,96,96,2,3,2,1,,,,046,4,2,4,4,3,4,1,2,1,1
261,NE1,1,1,1,,2,7,12,6.00,00,7,15,6.00,6.00,00,1,4,3,2,1,1,1,2,3,3,2,1,3,4,3,2,3,2,2,2,,,,3,1,2,,1,5.00,3.00,00,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,1,1,1,1,1,2,2,2, ,,,,,,,,3,3,3,2,3,4,2,3,4,08,08,10,08,08,08,2,,,,,,,,,,1,4,96, , , ,,4,6,1,,,,053,2,2,1,3,3,1,2,1,2,2
458,NE4,1,1,1,,1,5,15,6.00,00,5,15,6.00,6.00,00,5,4,1,1,3,1,1,4,4,4,4,1,4,4,4,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,2,3,2,2,3,2,3,1,4,4,4,4,4,4,5,4,1,2,5,5,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,3,3,3,4,2,4,3,10,10,08,10,10,10,2,,,,,,,,,,1,1,02,01,01,96,2,5,5,1,,,,050,6,5,1,1,1,1,,,,
653,NE1,1,1,1,,2,7,1,6.00,00,11,4,6.00,6.00,00,3,5,5,3,2,99,5,3,3,3,3,2,4,4,3,4,4,2,2,2,,,,1,1,1,2,2,5.00,3.00,00,1,1,4,2,1,1,1,2,5,2,5,2,5,5,4,5,1,1,4,5,2,2,2,4,2,2,2,2, ,,,,,,,,4,4,4,4,4,4,1,4,4,10,8,10,10,10,9,2,,,,,,,,,,1,1,96, , , ,,4,3,1,,,,042,6,1,3,3,3,3,2,2,2,2
816,South4,3,3,1,,1,11,3,6.00,00,11,14,6.00,6.00,00,2,1,1,3,5,99,1,4,3,4,3,2,3,4,4,3,3,2,2,2,,,,1,1,2,,1,5.00,3.00,00,1,2,1,1,2,3,2,2,1,1,1,5,2,3,4,4,5,4,3,5,1,1,1,1,5,1,2,2,000,1,,,,,,,2,4,3,3,3,2,3,2,4,08,10,15,12,10,08,2,,,,,,,,,,3,4,96, , , ,,4,2,2,,,,036,98,4,1,1,1,1,,,,
863,Mid5,2,2,1,,1,7,1,6.00,00,7,1,6.00,6.00,00,2,5,2,4,99,99,4,3,2,99,3,3,2,3,4,4,4,2,1,2,,2,,1,1,2,,4,5.00,3.00,00,2,3,2,2,2,3,4,4,4,3,4,2,4,3,4,4,3,3,3,4,2,1,2,2,99,2,2,2, ,,,,,,,,2,4,3,2,4,3,4,3,4,07,07,09,08,08,08,7,,,,,,,,,,,2,96, , , ,,3,6,1,,,,060,2,3,2,2,3,2,,,,
872,NE5,1,1,1,,1,3,13,6.00,00,5,14,6.00,6.00,00,2,2,2,1,3,1,1,4,4,3,3,2,4,4,4,4,4,2,2,2,,,,2,2,2,,2,5.00,3.00,00,1,2,3,1,1,1,2,2,1,3,4,3,4,5,5,5,4,4,5,5,2,2,4,5,5,2,2,2, ,,,,,,,,4,4,3,4,1,4,4,4,3,08,12,12,12,12,08,2,,,,,,,,,,1,1,02,01,01,96,2,5,6,1,,,,039,7,2,2,2,2,1,,,,
930,Mid4,2,2,1,,1,4,15,6.00,00,5,1,6.00,6.00,00,2,2,2,2,2,1,1,3,3,3,3,2,3,3,3,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,1,2,2,1,3,2,2,2,3,3,3,2,4,4,4,3,3,4,4,4,2,2,2,2,2,2,2,2, ,,,,,,,,3,3,2,3,4,4,2,4,3,10,06,10,10,10,10,1,,,,,,,,,,1,5,96, , , ,,4,5,1,,,,049,3,2,3,3,2,3,2,1,1,2
7,Mid2,2,2,1,,1,14,6,5.00,00,9,3,7.00,5.57,00,1,2,2,4,5,5,5,3,3,2,3,3,2,4,4,4,4,2,2,2,,,,1,1,2,,3,6.00,1.00,00,2,4,4,4,4,4,4,2,4,4,2,2,4,4,3,3,3,1,5,4,5,98,5,5,99,1,1,2,00,5,1,2,,,,,1,4,2,2,3,3,3,2,3,12,12,12,12,12,12,2,,,,,,,,,,3,1,03,96,96,96,,3,6,1,,,,035,6,1,3,2,3,3,,,,
2,South1,3,3,1,,1,9,13,6.00,00,11,13,6.00,6.00,00,5,4,4,1,2,1,5,4,3,4,4,3,3,2,3,3,3,1,2,2,1,,,1,1,2,,3,6.00,2.00,00,4,3,2,99,4,3,2,2,4,4,4,1,4,2,5,3,3,3,4,4,1,1,5,2,5,2,2,2, ,,,,,,,,4,4,3,4,1,1,1,4,3,10,08,10,10,10,06,7,8,,,,,,,,,,1,01,96,96,96,,2,5,1,,,,052,4,3,1,1,4,1,,,,
9,South1,3,3,1,,1,5,12,6.00,00,7,12,6.00,6.00,00,2,3,4,3,5,4,2,4,3,4,3,2,3,3,3,3,4,2,2,2,,,,2,1,2,,3,6.00,2.00,00,1,2,2,2,2,2,2,99,2,2,2,2,2,2,4,4,4,3,4,3,2,2,4,2,2,1,1,2,000,2,5,,,,,,3,4,4,3,3,4,2,3,3,08,06,08,08,08,08,7,,,,,,,,,,,1,01,01,96,96,,3,6,1,,,,069,4,2,3,4,3,3,1,1,1,2
22,South2,3,3,1,,1,2,10,6.00,00,2,10,6.00,6.00,00,2,2,2,1,5,5,1,3,3,3,3,1,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,3,4,4,4,1,2,2,2,2,2,2,2, ,,,,,,,,3,3,3,3,3,1,1,4,4,08,08,08,08,08,08,2,,,,,,,,,,1,4,96, , , ,,4,5,1,,,,054,4,2,2,2,2,2,,,,
44,NE2,1,1,1,,1,7,3,6.00,00,7,3,6.00,6.00,00,2,4,2,2,4,99,1,4,4,4,2,1,3,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,1,1,3,1,1,3,2,3,2,3,4,4,99,3,5,5,5,5,5,3,1,1,1,1,1,2,2,2, ,,,,,,,,3,4,4,4,1,1,1,4,4,08,08,08,08,08,08,3,,,,,,,,,,4,1,96, , , ,,3,2,1,,,,059,3,3,2,1,1,1,,,,
51,NE1,1,1,1,,1,2,99,6.00,00,2,99,6.00,6.00,00,1,2,4,2,5,99,5,4,3,4,4,3,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,3,4,5,2,2,2,2,2,2,2,2, ,,,,,,,,3,3,3,2,3,4,4,3,4,08,10,10,08,10,08,2,,,,,,,,,,1,4,96, , , ,,3,4,1,,,,055,5,3,1,2,99,1,,,,
126,Mid1,2,2,1,,1,6,13,6.00,00,6,13,6.00,6.00,00,3,1,3,1,1,1,1,4,3,4,4,1,4,4,4,4,4,2,2,2,,,,1,1,2,,1,6.00,2.00,00,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,3,3,3,4,2,3,2,08,08,10,10,08,08,7,,,,,,,,,,,6,96, , , ,,4,6,1,,,,086,3,4,3,3,3,1,2,2,2,2
142,West1,4,4,1,,2,8,3,6.00,00,10,3,6.00,6.00,00,2,1,1,3,4,1,1,3,4,4,4,2,5,3,3,3,4,2,2,2,,,,1,1,2,,1,6.00,2.00,00,2,2,2,2,2,2,2,3,5,1,4,4,5,3,2,4,4,2,4,3,1,1,2,1,2,1,1,2,00,2,5,,,,,,4,4,4,3,6,4,2,3,4,07,08,08,08,08,08,3,4,,,,,,,,,1,1,01,96,96,01,1,5,6,3,,,,028,3,3,1,1,1,2,,,,
170,South2,3,3,1,,2,9,14,6.00,00,12,4,6.00,6.00,00,5,5,5,3,1,1,1,3,3,3,3,3,2,3,3,3,4,2,2,2,,,,3,1,2,,2,6.00,2.00,00,1,2,3,3,2,3,3,1,5,3,3,4,5,3,1,3,5,1,3,3,2,5,1,5,4,1,2,2,10,2,3,,,,,,3,3,3,2,5,1,1,3,3,10,0,12,08,12,07,4,3,,,,,,,,,1,2,96, , , ,,4,3,1,,,,020,2,2,3,3,3,2,2,1,2,1
219,Mid1,2,2,1,,1,6,15,6.00,00,11,3,6.00,6.00,00,4,4,3,4,5,1,1,4,4,4,4,2,3,4,3,2,4,2,2,2,,,,1,1,2,,3,6.00,2.00,00,1,1,1,1,2,1,1,1,1,2,5,4,4,1,2,2,3,2,2,3,2,2,2,4,2,1,2,2,000,4,1,,,,,,3,3,4,3,3,3,2,3,3,16,12,16,16,10,10,2,,,,,,,,,,1,1,96, , , ,,2,7,1,,,,030,4,2,3,3,3,2,2,1,1,2
221,West1,4,4,1,,1,2,7,6.00,00,4,5,6.00,6.00,00,1,1,4,1,5,4,5,1,4,4,3,3,4,2,2,4,3,2,2,2,,,,1,1,2,,1,6.00,2.00,00,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,2,5,1,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,1,1,3,2,3,3,1,8,8,8,8,12,8,2,,,,,,,,,,1,2,96, , , ,,5,3,1,,,,038,4,4,1,1,1,1,,,,
313,West3,4,4,1,,1,2,11,6.00,00,2,12,6.00,6.00,00,2,3,1,1,4,2,1,3,3,3,2,3,4,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,3,2,3,2,3,3,3,2,3,4,3,3,3,4,5,5,3,4,5,4,2,1,1,1,1,1,1,2,001,1,,,,,,,2,4,4,3,1,2,3,1,4,12,08,10,10,08,08,2,,,,,,,,,,1,1,96, , , ,,5,7,1,,,,061,6,4,1,2,1,1,,,,
352,South3,3,3,1,,2,4,15,6.00,00,4,15,6.00,6.00,00,1,1,1,1,2,1,4,4,4,4,4,99,5,4,3,4,4,2,2,2,,,,1,1,2,,3,6.00,2.00,00,2,2,2,2,2,2,2,1,1,2,2,1,1,3,5,99,5,3,5,5,1,1,1,1,1,2,2,2, ,,,,,,,,99,4,4,1,4,4,99,4,1,08,08,08,08,08,08,2,,,,,,,,,,4,1,96, , , ,,4,3,1,,,,064,98,3,3,3,99,1,2,2,2,2
400,West4,4,4,1,,1,2,10,6.00,00,2,10,6.00,6.00,00,2,2,2,2,2,99,1,4,4,4,3,2,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,2,2,2,2,2,2,2,1,1,4,4,1,4,4,5,5,4,5,5,5,2,1,2,4,2,1,2,2,999,2,4,,,,,,2,4,2,2,1,4,3,3,3,06,06,06,10,06,06,2,,,,,,,,,,1,2,96, , , ,,3,3,1,,,,054,5,4,1,1,1,1,,,,
428,South3,3,3,1,,2,2,12,6.00,00,7,12,6.00,6.00,00,2,4,4,4,4,1,1,3,2,2,4,2,4,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,1,5,4,2,2,2,5,4,3,2,4,3,4,4,3,3,3,3,3,4,2,1,3,2,2,1,1,2,000,2,6,,,,,,3,4,2,3,3,3,3,3,2,07,08,16,12,10,06,7,,,,,,,,,,,6,01,01,96,96,1,3,5,2,,,,061,2,5,1,3,4,2,2,1,1,2
474,West5,4,4,1,,2,6,15,6.00,00,11,3,6.00,6.00,00,1,2,2,5,2,1,1,4,4,3,4,1,5,4,4,4,4,2,2,2,,,,1,1,2,,1,6.00,2.00,00,2,2,3,2,3,2,3,3,3,3,4,3,4,5,5,5,3,5,5,5,1,1,2,1,1,2,2,2, ,,,,,,,,4,4,3,2,4,4,1,4,1,08,08,08,08,08,08,3,5,7,,,,,,,,4,4,96, , , ,,5,5,1,,,,060,3,4,1,1,1,3,,,,
571,Mid3,2,2,1,,1,7,12,6.00,00,7,12,6.00,6.00,00,2,2,2,2,3,99,1,4,4,4,3,1,4,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,2.00,00,1,2,3,2,2,2,2,3,3,3,3,3,99,4,2,3,3,3,3,4,2,1,2,1,99,2,2,2, ,,,,,,,,3,4,4,4,4,4,1,4,3,08,08,08,08,08,08,2,,,,,,,,,,1,2,96, , , ,,2,6,1,,,,046,98,4,1,1,1,2,,,,
